id,district_id,date,statement_frequency
1098,47,12/28/93,monthly
1100,35,9/23/96,monthly
1101,4,9/22/97,monthly
1102,70,2/19/96,monthly
1103,66,7/9/95,monthly
1104,39,12/7/95,monthly
1105,55,9/1/94,monthly
1107,42,9/8/93,monthly
1108,26,3/9/95,monthly
1109,66,10/27/94,monthly
1110,54,7/10/97,monthly
1111,5,2/16/96,monthly
1112,48,2/3/95,monthly
1113,8,9/23/96,monthly
1115,34,3/27/93,monthly
1116,1,7/20/93,monthly
1117,68,8/29/96,monthly
1118,48,7/4/93,monthly
1120,1,10/5/93,monthly
1121,32,4/17/96,monthly
1122,13,8/12/95,monthly
1123,13,11/1/93,monthly
1124,26,6/2/96,monthly
1126,56,3/8/93,monthly
1127,27,1/27/93,monthly
1128,74,11/21/93,monthly
1129,35,3/3/95,monthly
1130,1,5/11/97,monthly
1133,1,11/1/93,monthly
1134,6,2/9/93,monthly
1135,1,7/17/95,monthly
1136,12,8/7/93,monthly
1137,60,12/19/95,monthly
1138,41,4/7/97,monthly
1140,49,11/7/97,monthly
1141,28,2/16/97,monthly
1142,74,10/19/95,monthly
1144,59,1/28/93,monthly
1145,31,7/3/93,monthly
1146,67,9/12/93,monthly
1147,44,4/10/93,monthly
1149,18,9/7/95,monthly
1150,29,10/8/97,monthly
1151,40,6/23/95,monthly
1152,45,4/15/93,monthly
1153,35,12/29/93,monthly
1155,43,10/4/96,monthly
1156,59,12/9/97,monthly
1157,7,3/27/93,monthly
1158,50,4/3/94,monthly
1159,49,2/9/94,monthly
1161,66,5/8/93,monthly
1164,35,1/14/94,monthly
1165,44,3/23/97,monthly
1166,11,4/21/93,monthly
1168,29,11/3/94,monthly
1170,25,3/26/96,monthly
1171,18,12/20/97,monthly
1172,6,10/25/97,monthly
1173,11,9/22/96,monthly
1174,70,3/21/95,monthly
1176,19,10/24/96,monthly
1177,27,12/20/97,monthly
1178,41,5/4/97,monthly
1179,74,1/23/93,monthly
1180,20,5/19/93,monthly
1181,69,8/20/97,monthly
1182,8,2/11/97,monthly
1183,12,5/8/95,monthly
1184,14,5/6/94,monthly
1185,12,6/7/97,monthly
1186,64,12/17/97,monthly
1187,55,7/28/96,monthly
1188,16,7/22/96,monthly
1189,59,3/19/93,monthly
1190,52,9/9/96,monthly
1192,29,5/2/96,monthly
1193,29,1/5/94,monthly
1194,1,4/15/94,monthly
1195,42,12/27/96,monthly
1196,29,1/16/96,monthly
1197,68,9/7/93,monthly
1198,70,4/20/97,monthly
1199,50,3/18/97,monthly
1200,33,5/7/93,monthly
1201,61,7/23/93,monthly
1203,72,8/9/95,monthly
1204,29,12/3/93,monthly
1205,73,10/8/94,monthly
1206,70,10/21/95,monthly
1207,67,6/8/93,monthly
1208,4,11/9/97,monthly
1209,23,10/23/97,monthly
1210,28,5/21/96,monthly
1211,49,8/9/96,monthly
1212,70,12/18/95,monthly
1213,36,5/8/96,monthly
1214,39,1/19/97,monthly
1215,65,3/4/97,monthly
1216,77,3/1/96,monthly
1217,69,10/25/93,monthly
1218,1,12/12/96,monthly
1219,1,6/8/96,monthly
1220,1,7/15/95,monthly
1221,45,1/2/97,monthly
1222,66,1/20/93,monthly
1223,70,8/10/96,monthly
1225,4,12/14/93,monthly
1226,1,10/23/96,monthly
1227,69,1/13/96,monthly
1228,62,4/9/95,monthly
1229,46,12/10/97,monthly
1230,1,5/3/97,monthly
1231,7,1/18/94,monthly
1232,48,7/6/96,monthly
1233,31,2/8/96,monthly
1234,6,9/13/93,monthly
1235,76,11/23/93,monthly
1236,19,5/5/93,monthly
1237,9,3/13/94,monthly
1238,1,10/29/95,monthly
1239,1,4/10/93,monthly
1240,1,9/11/97,monthly
1241,53,7/2/96,monthly
1243,1,1/7/96,monthly
1244,68,5/8/96,monthly
1245,68,11/12/97,monthly
1246,58,8/18/94,monthly
1247,25,6/8/93,monthly
1248,22,4/29/95,monthly
1249,67,3/30/95,monthly
1250,62,3/28/96,monthly
1253,5,4/13/97,monthly
1254,74,3/28/95,monthly
1255,68,7/2/97,monthly
1256,38,4/21/94,monthly
1257,66,10/11/95,monthly
1258,3,9/1/96,monthly
1259,72,4/12/97,monthly
1260,5,11/17/96,monthly
1261,52,3/18/95,monthly
1262,29,1/19/97,monthly
1264,1,2/16/97,monthly
1265,49,2/25/96,monthly
1266,57,7/1/96,monthly
1267,43,8/5/96,monthly
1268,74,7/25/93,monthly
1269,52,3/28/94,monthly
1271,17,6/18/96,monthly
1273,37,3/25/94,monthly
1275,32,6/26/96,monthly
1276,36,1/7/93,monthly
1277,31,6/20/93,monthly
1279,28,10/13/97,monthly
1280,70,5/3/95,monthly
1281,8,4/14/97,monthly
1284,55,7/2/97,monthly
1285,65,6/4/93,monthly
1287,35,3/4/95,monthly
1288,11,11/27/93,monthly
1289,72,7/7/96,monthly
1291,1,7/4/94,monthly
1292,3,9/3/94,monthly
1293,40,9/3/96,monthly
1294,71,11/27/94,monthly
1295,15,10/28/94,monthly
1296,50,12/2/96,monthly
1297,70,7/27/93,monthly
1298,7,1/20/96,monthly
1299,1,6/21/93,monthly
1301,18,9/15/94,monthly
1302,55,11/21/93,monthly
1303,23,9/8/97,monthly
1304,40,4/27/96,monthly
1305,57,8/25/93,monthly
1306,1,3/22/95,monthly
1307,56,12/5/94,monthly
1308,54,9/25/96,monthly
1309,1,4/15/95,monthly
1310,1,2/22/96,monthly
1311,60,1/3/96,monthly
1312,23,10/15/94,monthly
1313,45,10/1/97,monthly
1314,48,12/3/93,monthly
1315,13,4/17/95,monthly
1316,42,12/13/96,monthly
1317,56,2/18/94,monthly
1318,56,12/22/97,monthly
1320,58,11/18/96,monthly
1321,60,3/27/97,monthly
1322,17,7/5/93,monthly
1323,43,5/20/96,monthly
1324,42,11/5/96,monthly
1325,26,8/8/96,monthly
1326,52,11/11/96,monthly
1327,65,8/24/94,monthly
1328,8,5/4/96,monthly
1329,53,9/16/96,monthly
1330,68,10/22/96,monthly
1331,59,1/3/95,monthly
1332,59,3/25/93,monthly
1333,21,9/29/94,monthly
1334,74,5/14/93,monthly
1335,54,9/21/95,monthly
1336,5,2/26/97,monthly
1337,23,9/1/93,monthly
1338,74,1/11/93,monthly
1339,76,7/6/97,monthly
1340,52,10/28/97,monthly
1341,36,11/21/95,monthly
1342,9,10/9/97,monthly
1345,28,10/19/93,monthly
1346,74,7/1/97,monthly
1347,8,11/24/96,monthly
1348,55,11/12/97,monthly
1349,75,3/5/96,monthly
1351,40,3/29/96,monthly
1352,1,9/23/94,monthly
1353,51,4/21/94,monthly
1354,31,6/21/97,monthly
1355,1,8/16/97,monthly
1356,39,2/1/97,monthly
1357,56,11/20/95,monthly
1358,39,4/21/96,monthly
1359,8,12/2/93,monthly
1360,71,8/14/94,monthly
1361,46,12/9/96,monthly
1362,1,12/19/96,monthly
1363,11,3/23/97,monthly
1365,42,3/15/96,monthly
1366,60,2/24/93,monthly
1367,74,8/20/96,monthly
1368,22,12/12/96,monthly
1369,32,3/23/96,monthly
1370,52,9/25/96,monthly
1371,1,4/27/94,monthly
1372,1,3/16/93,monthly
1373,47,6/12/93,monthly
1374,53,9/26/96,monthly
1375,19,4/27/94,monthly
1376,64,9/20/95,monthly
1377,1,9/25/96,monthly
1378,59,3/4/93,monthly
1379,47,10/1/97,monthly
1380,53,2/19/96,monthly
1381,57,11/1/93,monthly
1382,48,8/3/93,monthly
1383,11,4/15/96,monthly
1385,53,5/8/97,monthly
1387,67,1/1/97,monthly
1388,29,5/2/94,monthly
1389,34,8/5/97,monthly
1390,69,12/30/96,monthly
1391,15,12/21/96,monthly
1392,60,4/28/93,monthly
1393,1,11/24/96,monthly
1394,32,12/27/94,monthly
1395,1,11/21/95,monthly
1396,46,6/26/96,monthly
1397,17,3/22/93,monthly
1398,62,8/18/94,monthly
1399,45,5/20/96,monthly
1401,1,8/12/93,monthly
1402,74,3/26/93,monthly
1403,17,11/2/95,monthly
1405,53,6/4/96,monthly
1406,50,3/4/94,monthly
1408,10,9/7/96,monthly
1410,74,9/11/93,monthly
1411,54,7/9/93,monthly
1412,64,5/18/93,monthly
1413,65,6/7/95,monthly
1414,58,1/17/95,monthly
1417,75,12/20/94,monthly
1418,35,2/9/97,monthly
1419,33,12/22/93,monthly
1420,68,6/8/95,monthly
1421,71,10/5/94,monthly
1422,68,4/9/93,monthly
1423,76,9/8/95,monthly
1424,32,5/20/97,monthly
1425,76,7/6/93,monthly
1426,40,10/27/95,monthly
1427,17,10/8/95,monthly
1429,57,7/30/93,monthly
1430,26,2/13/97,monthly
1431,41,6/11/96,monthly
1432,27,7/19/97,monthly
1434,70,8/8/97,monthly
1435,1,12/1/96,monthly
1436,3,12/7/94,monthly
1437,50,1/13/95,monthly
1439,11,1/27/96,monthly
1440,55,9/22/93,monthly
1441,50,10/25/94,monthly
1442,23,5/23/93,monthly
1443,54,9/27/97,monthly
1444,70,6/16/96,monthly
1445,60,3/16/96,monthly
1446,57,1/18/95,monthly
1447,65,2/20/97,monthly
1448,1,10/7/95,monthly
1449,35,8/26/93,monthly
1450,63,4/7/96,monthly
1451,64,6/24/93,monthly
1452,45,9/16/95,monthly
1454,46,7/25/97,monthly
1455,66,1/3/96,monthly
1456,9,4/12/96,monthly
1458,29,1/3/94,monthly
1459,12,3/26/97,monthly
1460,54,11/29/96,monthly
1461,73,4/7/96,monthly
1463,32,9/25/96,monthly
1464,73,10/21/96,monthly
1465,30,6/8/95,monthly
1467,37,4/27/94,monthly
1468,54,10/11/93,monthly
1469,67,12/15/95,monthly
1470,19,2/10/94,monthly
1471,1,7/21/96,monthly
1472,2,7/20/95,monthly
1473,39,4/16/96,monthly
1474,63,9/14/96,monthly
1476,61,4/26/93,monthly
1477,1,2/8/93,monthly
1478,5,10/30/96,monthly
1479,54,4/4/95,monthly
1481,15,1/17/93,monthly
1482,38,12/8/96,monthly
1483,10,1/9/96,monthly
1484,70,9/23/96,monthly
1485,36,10/3/93,monthly
1486,63,1/15/96,monthly
1487,66,9/10/93,monthly
1488,25,4/29/97,monthly
1490,5,7/25/96,monthly
1491,47,6/11/97,monthly
1492,24,10/17/96,monthly
1493,41,1/9/93,monthly
1494,1,10/8/97,monthly
1495,36,11/1/93,monthly
1496,57,2/5/95,monthly
1497,1,7/16/93,monthly
1499,47,11/28/93,monthly
1500,43,10/1/96,monthly
1501,50,8/11/96,monthly
1502,1,10/2/96,monthly
1503,71,4/10/96,monthly
1504,1,8/26/96,monthly
1505,69,4/23/93,monthly
1506,51,10/13/97,monthly
1507,35,8/3/93,monthly
1508,69,1/22/96,monthly
1509,51,5/19/94,monthly
1510,33,3/11/96,monthly
1512,1,1/8/94,monthly
1513,30,8/23/93,monthly
1514,7,7/1/97,monthly
1515,11,6/11/93,monthly
1516,67,10/8/93,monthly
1517,5,8/24/96,monthly
1518,67,4/21/93,monthly
1519,9,6/14/95,monthly
1520,48,8/8/95,monthly
1521,74,4/4/96,monthly
1522,48,8/2/97,monthly
1524,6,2/20/97,monthly
1525,57,9/5/96,monthly
1526,52,1/22/95,monthly
1528,50,6/8/96,monthly
1529,1,4/28/96,monthly
1530,70,5/27/95,monthly
1532,54,9/19/96,monthly
1534,1,5/24/93,monthly
1535,46,3/20/93,monthly
1537,54,6/6/97,monthly
1538,22,9/20/96,monthly
1540,1,3/29/95,monthly
1541,60,10/18/96,monthly
1542,1,4/25/96,monthly
1543,1,4/14/96,monthly
1544,69,7/14/93,monthly
1545,1,3/8/93,monthly
1546,15,11/20/96,monthly
1547,72,9/14/93,monthly
1548,47,1/27/95,monthly
1549,21,11/21/96,monthly
1550,1,4/15/96,monthly
1551,72,6/18/97,monthly
1552,18,1/2/94,monthly
1553,59,12/21/96,monthly
1554,47,11/15/94,monthly
1555,34,11/10/96,monthly
1556,54,9/15/96,monthly
1557,66,12/13/96,monthly
1558,32,10/6/96,monthly
1559,14,10/8/94,monthly
1560,62,4/14/97,monthly
1561,66,4/1/95,monthly
1562,1,8/30/95,monthly
1563,47,8/14/96,monthly
1564,48,3/5/96,monthly
1565,36,10/20/93,monthly
1566,73,7/7/93,monthly
1567,10,8/19/97,monthly
1568,23,7/15/95,monthly
1570,1,3/12/94,monthly
1571,66,7/29/96,monthly
1572,72,10/21/97,monthly
1573,63,12/29/97,monthly
1574,75,5/28/97,monthly
1575,1,2/27/93,monthly
1577,67,10/16/96,monthly
1578,48,12/1/94,monthly
1579,57,8/9/94,monthly
1580,69,1/8/96,monthly
1581,39,10/12/95,monthly
1582,28,5/1/96,monthly
1584,30,5/27/93,monthly
1585,42,2/23/96,monthly
1586,1,10/3/96,monthly
1587,1,12/11/96,monthly
1588,67,12/11/93,monthly
1589,37,8/7/93,monthly
1590,77,4/7/95,monthly
1591,65,1/10/96,monthly
1592,38,8/18/94,monthly
1593,16,8/22/96,monthly
1594,15,4/6/97,monthly
1596,70,10/5/97,monthly
1597,68,7/4/95,monthly
1598,15,4/12/97,monthly
1599,57,11/10/95,monthly
1600,1,9/13/96,monthly
1601,10,2/9/93,monthly
1602,33,9/19/93,monthly
1603,1,5/9/93,monthly
1604,54,12/16/93,monthly
1605,72,12/16/93,monthly
1606,23,3/7/96,monthly
1607,71,4/20/96,monthly
1608,26,10/8/97,monthly
1609,41,7/5/96,monthly
1610,52,5/17/93,monthly
1611,69,2/11/96,monthly
1612,66,2/12/96,monthly
1613,1,9/13/95,monthly
1614,63,5/7/96,monthly
1615,1,10/20/97,monthly
1616,22,2/7/97,monthly
1617,45,6/1/93,monthly
1618,6,12/18/96,monthly
1619,38,2/24/97,monthly
1620,17,6/8/95,monthly
1621,75,12/1/93,monthly
1622,19,4/12/96,monthly
1623,1,2/4/96,monthly
1624,53,4/22/96,monthly
1625,1,1/17/95,monthly
1626,3,3/15/94,monthly
1627,1,1/20/94,monthly
1628,60,1/10/93,monthly
1629,10,11/2/95,monthly
1630,72,7/28/93,monthly
1631,10,9/27/96,monthly
1633,51,2/22/95,monthly
1634,77,6/4/94,monthly
1635,19,12/29/93,monthly
1636,53,4/8/97,monthly
1637,1,1/8/93,monthly
1640,13,9/1/95,monthly
1641,50,4/22/96,monthly
1642,64,5/27/95,monthly
1644,1,5/9/93,monthly
1645,50,10/16/96,monthly
1647,1,7/9/97,monthly
1648,40,8/8/97,monthly
1649,46,1/26/93,monthly
1650,39,12/6/97,monthly
1651,34,1/23/97,monthly
1652,74,5/20/93,monthly
1653,1,9/19/94,monthly
1654,30,8/5/96,monthly
1655,41,4/15/96,monthly
1656,47,2/1/97,monthly
1657,12,11/4/97,monthly
1658,73,5/10/93,monthly
1659,46,12/25/96,monthly
1660,1,9/22/95,monthly
1662,1,8/11/97,monthly
1663,55,11/2/96,monthly
1664,56,11/15/93,monthly
1665,73,4/15/97,monthly
1666,67,10/30/93,monthly
1667,56,8/18/96,monthly
1668,62,3/7/97,monthly
1669,39,9/19/96,monthly
1670,12,1/2/96,monthly
1671,6,5/5/93,monthly
1672,5,5/8/96,monthly
1673,53,12/8/93,monthly
1674,1,9/15/95,monthly
1675,36,2/1/93,monthly
1677,69,1/8/97,monthly
1678,1,2/22/93,monthly
1679,68,9/5/96,monthly
1680,59,12/10/93,monthly
1681,68,7/11/97,monthly
1682,49,12/22/95,monthly
1683,77,11/1/96,monthly
1685,28,12/13/95,monthly
1686,11,11/18/93,monthly
1687,23,4/18/97,monthly
1688,70,2/27/93,monthly
1689,55,9/7/93,monthly
1690,16,10/7/95,monthly
1691,48,11/8/95,monthly
1692,56,3/29/95,monthly
1695,76,1/3/93,monthly
1696,43,6/9/95,monthly
1697,63,5/17/97,monthly
1698,68,3/14/96,monthly
1699,53,1/14/93,monthly
1700,64,11/18/95,monthly
1701,1,8/10/93,monthly
1702,56,2/27/95,monthly
1703,72,11/2/97,monthly
1704,70,9/22/95,monthly
1705,70,9/15/93,monthly
1706,1,1/5/95,monthly
1707,75,1/13/97,monthly
1708,22,11/21/94,monthly
1709,24,4/23/96,monthly
1710,74,5/25/97,monthly
1711,63,1/5/96,monthly
1712,44,11/25/96,monthly
1713,43,3/3/93,monthly
1714,72,9/8/94,monthly
1715,60,5/26/96,monthly
1716,46,5/2/96,monthly
1717,67,12/2/97,monthly
1718,71,9/23/97,monthly
1719,1,9/6/93,monthly
1720,35,5/16/95,monthly
1721,68,3/25/93,monthly
1722,32,3/11/96,monthly
1723,70,11/4/97,monthly
1724,48,6/7/97,monthly
1726,48,1/3/93,monthly
1727,9,10/11/97,monthly
1728,74,6/23/95,monthly
1729,53,9/8/97,monthly
1730,1,1/9/93,monthly
1731,33,1/14/93,monthly
1732,51,2/20/96,monthly
1733,18,4/20/96,monthly
1734,37,4/10/97,monthly
1735,42,12/4/96,monthly
1736,74,2/26/97,monthly
1737,77,2/13/96,monthly
1738,15,8/6/96,monthly
1739,3,7/8/96,monthly
1740,57,3/13/97,monthly
1741,21,5/10/95,monthly
1742,68,10/8/95,monthly
1743,51,6/4/93,monthly
1744,76,2/7/96,monthly
1745,53,10/19/96,monthly
1746,1,3/11/97,monthly
1747,30,8/14/97,monthly
1749,64,10/14/95,monthly
1750,1,1/26/93,monthly
1751,53,10/4/96,monthly
1752,68,5/8/96,monthly
1753,71,6/14/97,monthly
1754,52,12/1/96,monthly
1756,38,10/26/95,monthly
1757,75,3/27/95,monthly
1758,21,7/8/96,monthly
1759,39,1/25/96,monthly
1760,53,11/11/95,monthly
1761,24,8/24/93,monthly
1762,28,12/11/93,monthly
1763,73,3/6/96,monthly
1764,68,9/4/97,monthly
1765,18,7/21/96,monthly
1766,28,9/3/94,monthly
1767,21,10/20/93,monthly
1768,15,12/20/93,monthly
1769,39,1/25/95,monthly
1770,65,2/8/94,monthly
1771,69,3/28/93,monthly
1773,33,4/19/93,monthly
1774,61,9/10/96,monthly
1775,17,2/27/93,monthly
1776,36,7/27/97,monthly
1777,60,10/10/96,monthly
1778,15,2/25/95,monthly
1779,33,8/15/93,monthly
1780,1,4/2/93,monthly
1781,10,6/23/96,monthly
1782,8,5/12/93,monthly
1783,70,9/11/97,monthly
1784,59,5/8/93,monthly
1785,52,10/25/96,monthly
1786,1,5/25/93,monthly
1788,1,1/4/94,monthly
1789,46,10/23/93,monthly
1790,70,9/8/97,monthly
1791,1,2/3/96,monthly
1792,7,12/16/93,monthly
1793,56,6/10/95,monthly
1794,74,7/23/97,monthly
1795,53,8/21/97,monthly
1796,18,10/14/95,monthly
1797,24,8/1/94,monthly
1798,46,11/28/97,monthly
1799,9,9/13/96,monthly
1800,51,3/14/96,monthly
1801,46,2/13/93,monthly
1802,75,3/10/95,monthly
1803,24,7/29/95,monthly
1805,1,2/2/93,monthly
1806,40,1/19/93,monthly
1807,21,10/15/97,monthly
1808,28,5/16/97,monthly
1810,50,9/3/95,monthly
1811,40,9/22/93,monthly
1812,31,10/8/96,monthly
1813,47,2/11/94,monthly
1814,17,9/23/97,monthly
1815,66,4/17/93,monthly
1816,44,10/8/93,monthly
1817,10,12/16/96,monthly
1818,54,2/25/97,monthly
1820,10,4/22/94,monthly
1821,70,4/7/95,monthly
1822,30,5/5/93,monthly
1823,3,9/28/96,monthly
1824,52,1/17/94,monthly
1825,3,12/5/95,monthly
1826,5,5/22/94,monthly
1827,10,9/6/93,monthly
1828,1,9/28/94,monthly
1829,43,2/27/93,monthly
1830,10,2/8/93,monthly
1831,1,9/21/93,monthly
1832,70,4/1/96,monthly
1833,54,11/15/97,monthly
1834,62,8/3/93,monthly
1835,74,12/24/94,monthly
1836,42,2/15/96,monthly
1837,23,6/24/93,monthly
1838,68,5/26/94,monthly
1839,5,6/22/97,monthly
1840,21,1/22/97,monthly
1841,36,6/12/97,monthly
1843,12,1/30/93,monthly
1844,44,1/6/93,monthly
1845,47,8/20/97,monthly
1846,6,6/17/95,monthly
1847,47,4/4/96,monthly
1848,1,8/4/94,monthly
1851,55,5/23/93,monthly
1852,35,7/5/93,monthly
1853,7,1/29/97,monthly
1854,32,2/2/97,monthly
1855,34,10/27/96,monthly
1856,26,6/19/94,monthly
1857,37,8/18/97,monthly
1858,72,2/18/95,monthly
1859,50,2/2/96,monthly
1860,70,1/2/97,monthly
1861,54,7/2/93,monthly
1863,62,4/1/97,monthly
1865,1,5/4/94,monthly
1866,4,11/17/97,monthly
1867,52,11/15/95,monthly
1869,1,6/14/96,monthly
1870,10,6/25/94,monthly
1871,48,5/10/94,monthly
1872,61,9/17/97,monthly
1874,9,3/27/93,monthly
1875,44,8/21/93,monthly
1876,1,9/20/97,monthly
1877,76,12/13/93,monthly
1879,10,5/13/94,monthly
1880,76,2/25/94,monthly
1881,60,8/17/97,monthly
1882,1,12/21/93,monthly
1884,54,12/24/96,monthly
1885,47,8/13/96,monthly
1886,32,3/5/96,monthly
1887,68,5/9/93,monthly
1888,6,10/21/96,monthly
1889,59,2/6/95,monthly
1891,32,4/10/93,monthly
1892,28,7/13/93,monthly
1893,48,7/20/96,monthly
1894,6,8/29/96,monthly
1895,35,7/12/96,monthly
1896,74,10/5/93,monthly
1898,70,4/1/93,monthly
1899,26,11/5/96,monthly
1900,27,7/27/96,monthly
1901,15,12/1/95,monthly
1903,11,7/5/96,monthly
1904,70,5/18/96,monthly
1905,34,5/25/96,monthly
1906,1,8/1/96,monthly
1907,1,3/25/97,monthly
1908,20,9/13/94,monthly
1909,14,1/12/93,monthly
1910,60,9/6/96,monthly
1911,68,8/21/94,monthly
1912,64,8/15/93,monthly
1913,48,6/6/96,monthly
1914,27,1/24/95,monthly
1915,2,4/14/97,monthly
1916,72,2/16/96,monthly
1917,73,12/13/95,monthly
1918,24,4/10/94,monthly
1919,18,12/4/94,monthly
1920,40,4/8/96,monthly
1921,42,6/27/97,monthly
1922,60,2/9/96,monthly
1924,66,5/16/96,monthly
1925,12,8/3/93,monthly
1926,37,1/6/93,monthly
1927,42,8/4/95,monthly
1928,70,3/2/97,monthly
1929,1,7/6/97,monthly
1930,3,6/27/93,monthly
1931,20,11/23/93,monthly
1932,35,4/3/96,monthly
1933,35,4/4/97,monthly
1934,46,10/5/94,monthly
1935,38,8/15/96,monthly
1936,70,7/18/95,monthly
1937,36,5/18/93,monthly
1938,1,6/25/94,monthly
1940,52,12/22/93,monthly
1941,60,11/15/93,monthly
1943,9,11/26/96,monthly
1944,72,2/12/93,monthly
1945,56,11/9/95,monthly
1946,46,9/16/97,monthly
1947,35,11/12/93,monthly
1948,64,4/8/96,monthly
1949,41,5/4/94,monthly
1950,70,8/1/97,monthly
1951,23,8/7/97,monthly
1952,70,11/28/93,monthly
1954,72,6/5/96,monthly
1955,49,1/7/95,monthly
1956,63,5/23/97,monthly
1957,33,9/18/96,monthly
1958,40,10/24/94,monthly
1959,62,12/24/93,monthly
1960,31,12/4/97,monthly
1961,13,8/30/95,monthly
1962,77,2/24/96,monthly
1963,42,2/3/96,monthly
1964,25,2/12/96,monthly
1966,27,2/12/93,monthly
1969,5,4/2/94,monthly
1970,8,12/8/93,monthly
1971,41,8/4/95,monthly
1972,77,1/2/93,monthly
1973,71,6/5/96,monthly
1974,42,6/1/95,monthly
1975,19,9/7/94,monthly
1976,26,3/25/97,monthly
1977,41,2/3/96,monthly
1979,26,1/11/93,monthly
1980,49,3/16/96,monthly
1981,64,10/8/93,monthly
1982,6,5/8/97,monthly
1983,54,12/25/97,monthly
1984,73,11/7/93,monthly
1985,20,7/29/96,monthly
1986,46,4/4/95,monthly
1987,54,3/17/94,monthly
1988,72,12/30/96,monthly
1989,48,9/21/94,monthly
1990,1,6/9/93,monthly
1991,1,11/16/96,monthly
1992,48,9/27/97,monthly
1993,68,10/30/94,monthly
1994,42,7/19/95,monthly
1995,54,7/18/97,monthly
1997,74,9/5/96,monthly
1998,1,6/17/93,monthly
1999,70,6/6/93,monthly
2000,5,8/6/97,monthly
2001,75,5/19/94,monthly
2002,1,4/8/93,monthly
2003,32,11/27/95,monthly
2004,42,8/4/96,monthly
2005,16,5/11/97,monthly
2006,25,6/16/97,monthly
2007,45,9/29/97,monthly
2008,52,4/16/93,monthly
2009,17,4/14/94,monthly
2010,1,12/27/93,monthly
2011,75,3/25/93,monthly
2012,4,4/8/96,monthly
2013,54,8/15/96,monthly
2015,68,11/25/95,monthly
2016,1,2/23/97,monthly
2017,54,2/21/96,monthly
2018,42,6/4/95,monthly
2019,64,6/11/97,monthly
2020,13,9/4/93,monthly
2021,69,2/5/97,monthly
2022,72,6/11/93,monthly
2023,68,1/26/93,monthly
2024,20,3/2/97,monthly
2025,19,10/2/94,monthly
2026,64,9/14/96,monthly
2027,19,11/28/94,monthly
2029,55,5/29/93,monthly
2030,51,9/13/94,monthly
2032,36,11/14/96,monthly
2033,71,3/20/96,monthly
2034,54,8/21/96,monthly
2035,53,5/10/96,monthly
2036,70,10/3/97,monthly
2037,20,5/6/93,monthly
2038,42,8/6/93,monthly
2039,44,3/12/93,monthly
2040,75,6/25/96,monthly
2041,48,7/5/95,monthly
2042,31,2/12/97,monthly
2043,46,11/27/95,monthly
2044,6,11/23/94,monthly
2045,34,9/9/96,monthly
2046,68,10/17/96,monthly
2047,20,2/21/95,monthly
2048,76,3/30/97,monthly
2049,67,12/19/97,monthly
2050,1,10/22/93,monthly
2052,61,10/20/93,monthly
2053,5,10/16/97,monthly
2054,1,1/24/95,monthly
2055,37,4/17/97,monthly
2056,58,4/7/93,monthly
2057,1,6/20/97,monthly
2058,34,9/9/96,monthly
2059,37,10/8/94,monthly
2060,13,12/5/96,monthly
2061,24,5/12/93,monthly
2062,70,3/6/96,monthly
2063,1,12/4/93,monthly
2064,54,12/30/96,monthly
2065,61,8/28/96,monthly
2066,25,8/7/96,monthly
2067,76,4/7/94,monthly
2068,21,6/2/93,monthly
2069,72,10/8/97,monthly
2070,72,1/29/93,monthly
2071,35,5/8/97,monthly
2072,41,10/17/93,monthly
2073,59,8/14/97,monthly
2074,12,2/18/96,monthly
2075,33,1/1/96,monthly
2076,18,9/17/96,monthly
2077,29,1/4/95,monthly
2078,62,7/8/93,monthly
2079,55,9/6/97,monthly
2080,74,4/27/97,monthly
2081,36,7/2/97,monthly
2082,36,9/3/93,monthly
2083,1,9/28/96,monthly
2084,44,9/8/96,monthly
2085,25,2/13/97,monthly
2088,4,7/28/93,monthly
2090,40,11/26/96,monthly
2091,1,9/25/96,monthly
2092,1,4/29/94,monthly
2093,64,7/7/97,monthly
2094,73,8/23/96,monthly
2095,56,12/19/95,monthly
2096,32,6/17/95,monthly
2097,46,10/11/97,monthly
2101,9,8/4/96,monthly
2102,41,8/5/96,monthly
2103,48,2/1/97,monthly
2104,48,6/12/96,monthly
2105,70,3/9/96,monthly
2106,1,2/1/96,monthly
2107,70,11/9/96,monthly
2108,74,7/6/96,monthly
2109,34,2/2/96,monthly
2110,64,2/23/93,monthly
2112,44,7/12/96,monthly
2113,7,8/28/96,monthly
2114,30,8/11/96,monthly
2115,8,12/5/96,monthly
2116,70,5/2/96,monthly
2117,48,8/7/96,monthly
2118,42,5/11/97,monthly
2119,74,9/21/95,monthly
2121,64,12/5/94,monthly
2122,68,1/8/93,monthly
2123,64,7/26/93,monthly
2124,69,2/20/93,monthly
2126,1,2/9/97,monthly
2127,1,5/9/97,monthly
2128,22,12/10/93,monthly
2130,46,11/4/96,monthly
2131,70,7/11/96,monthly
2132,76,10/8/93,monthly
2133,11,10/7/97,monthly
2134,52,8/6/96,monthly
2135,51,6/17/97,monthly
2136,75,10/2/97,monthly
2138,75,8/11/97,monthly
2139,8,6/9/95,monthly
2140,75,10/21/93,monthly
2141,21,5/9/97,monthly
2142,42,9/1/97,monthly
2143,1,1/13/96,monthly
2146,31,6/5/93,monthly
2147,28,7/10/96,monthly
2148,1,9/22/95,monthly
2149,7,8/11/96,monthly
2150,37,9/12/93,monthly
2151,38,2/8/95,monthly
2152,22,10/23/97,monthly
2154,63,4/21/94,monthly
