account_id,district_name,open_date,statement_frequency,num_customers,credit_cards,loan,loan_amount,loan_payment,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
889,Hradec Kralove,1997-12-22,monthly,1,0,False,,,,,,3600,15,,30380,300
890,Ceske Budejovice,1993-02-05,monthly,1,0,False,,,,,,23100,15,,41862,700
891,Chomutov,1996-05-23,monthly,2,0,False,,,,,,6600,15,,46293,1000
892,Karvina,1993-03-20,monthly,1,0,False,,,,,,11050,15,,54945,900
893,Blansko,1995-04-12,monthly,1,0,False,,,,,,46400,15,,100578,900
894,Nachod,1995-08-27,monthly,1,0,False,,,,,,17900,15,,33689,800
895,Karlovy Vary,1996-03-12,monthly,1,0,False,,,,,,2900,15,,21603,600
896,Beroun,1995-06-11,monthly,1,0,False,,,,,,45700,15,,65186,600
897,Louny,1993-04-26,monthly,1,1,False,,,,,,64500,15,7.0,146944,600
898,Novy Jicin,1996-03-27,monthly,1,0,False,,,,,,19600,15,,69388,200
899,Olomouc,1993-06-21,monthly,1,0,False,,,,,,29400,15,,61612,900
900,Rychnov nad Kneznou,1994-04-26,monthly,2,0,False,,,,,,9900,15,,41769,1100
901,Prostejov,1994-07-10,monthly,1,0,False,,,,,,4400,15,,45333,900
902,Ostrava - mesto,1993-06-29,monthly,2,0,False,,,,,,13700,15,,43025,800
903,Pardubice,1993-12-10,monthly,1,0,False,,,,,,8790,15,,33437,1100
904,Hl.m. Praha,1994-03-20,monthly,1,1,False,,,,,,26100,15,14.0,106048,300
905,Jablonec n. Nisou,1996-12-11,monthly,1,0,False,,,,,,10700,15,,31683,1000
906,Kromeriz,1997-12-27,monthly,1,0,False,,,,,,2240,15,,19848,800
907,Usti nad Labem,1993-07-09,monthly,1,0,False,,,,,,5370,15,,33196,300
908,Uherske Hradiste,1994-04-29,monthly,1,0,False,,,,,,35900,15,,85090,900
909,Sokolov,1997-09-02,monthly,2,0,False,,,,,,1950,15,,21420,900
910,Hl.m. Praha,1997-02-03,monthly,2,0,False,,,,,,8000,15,,46627,1100
911,Prostejov,1996-08-12,monthly,1,1,False,,,,,,37200,15,2.0,106283,600
912,Znojmo,1997-04-27,monthly,1,0,False,,,,,,3100,15,,25351,400
913,Kromeriz,1996-05-10,monthly,1,0,False,,,,,,24000,15,,56258,300
914,Opava,1993-11-14,monthly,1,0,False,,,,,,5910,15,,27453,800
915,Olomouc,1995-01-18,monthly,1,0,True,309552.0,6449.0,48.0,current,False,50600,15,,121713,700
916,Hl.m. Praha,1996-08-13,monthly,2,0,False,,,,,,18100,15,,56056,600
917,Breclav,1995-10-13,monthly,2,0,False,,,,,,24960,15,,56837,300
918,Prostejov,1996-08-23,monthly,1,0,False,,,,,,27900,15,,75788,400
919,Uherske Hradiste,1997-03-03,monthly,1,0,False,,,,,,11100,15,,54192,800
920,Jihlava,1996-09-05,monthly,1,0,False,,,,,,6300,15,,27484,800
921,Praha - vychod,1996-10-08,monthly,1,0,False,,,,,,12100,15,,44033,500
922,Trebic,1995-04-27,monthly,1,0,False,,,,,,22720,15,,65796,400
923,Rakovnik,1996-02-07,monthly,1,0,False,,,,,,10050,15,,30033,5678
924,Praha - zapad,1995-12-09,monthly,1,0,False,,,,,,6750,15,,26057,400
925,Kromeriz,1993-02-23,monthly,1,0,False,,,,,,20100,15,,79963,500
926,Liberec,1996-11-01,monthly,1,0,False,,,,,,8300,15,,32464,1100
927,Jesenik,1997-04-12,monthly,1,0,False,,,,,,13400,15,,42111,400
928,Strakonice,1993-04-26,monthly,2,0,False,,,,,,40320,15,,78232,1100
929,Brno - mesto,1993-07-03,monthly,1,0,False,,,,,,9300,15,,51788,200
930,Usti nad Labem,1993-08-03,monthly,1,0,False,,,,,,25920,15,,76690,300
931,Kromeriz,1993-10-15,monthly,1,0,False,,,,,,9440,15,,40923,700
932,Strakonice,1996-07-08,monthly,2,0,False,,,,,,9250,15,,29502,900
933,Tabor,1995-11-18,monthly,1,0,False,,,,,,11250,15,,37698,800
934,Nymburk,1997-11-27,monthly,2,0,False,,,,,,12550,15,,36112,300
935,Cheb,1996-12-25,monthly,1,0,False,,,,,,4600,15,,22788,500
936,Melnik,1996-03-02,monthly,1,0,False,,,,,,3760,15,,24562,700
937,Hradec Kralove,1995-08-26,monthly,1,0,False,,,,,,6700,15,,33466,900
938,Karvina,1997-12-13,monthly,1,0,True,22260.0,371.0,60.0,current,False,5640,15,,37570,700
939,Brno - venkov,1994-10-04,monthly,2,0,False,,,,,,7290,15,,24828,1100
940,Litomerice,1994-11-15,monthly,2,1,True,284280.0,4738.0,60.0,current,False,63200,15,4.0,136560,300
941,Mlada Boleslav,1994-06-08,monthly,1,0,False,,,,,,9400,15,,37056,200
942,Nymburk,1993-08-16,monthly,1,0,False,,,,,,31100,15,,81932,800
943,Hl.m. Praha,1993-02-03,monthly,1,0,False,,,,,,8670,15,,30490,800
944,Karvina,1993-03-08,monthly,2,0,False,,,,,,18700,15,,69717,16927
945,Pisek,1996-08-16,monthly,1,1,False,,,,,,21700,15,6.0,96014,600
946,Tabor,1996-01-01,monthly,1,0,False,,,,,,24700,15,,67965,1100
947,Kromeriz,1993-05-17,monthly,2,0,False,,,,,,36960,15,,64798,1100
949,Jihlava,1996-02-13,monthly,1,0,False,,,,,,33000,0,,81900,-502
950,Semily,1993-08-26,monthly,1,1,False,,,,,,63200,15,34.0,128742,200
951,Beroun,1996-04-28,monthly,1,0,False,,,,,,4350,15,,30322,1100
952,Usti nad Labem,1997-11-09,monthly,1,0,False,,,,,,18300,15,,62781,400
953,Ceske Budejovice,1995-07-22,monthly,1,0,False,,,,,,6600,15,,40595,400
954,Ostrava - mesto,1996-01-08,monthly,1,0,False,,,,,,8960,15,,46354,1000
955,Kromeriz,1996-07-08,monthly,1,0,False,,,,,,15800,15,,58275,400
956,Ostrava - mesto,1993-12-05,monthly,1,0,False,,,,,,27800,15,,83437,400
957,Karvina,1995-12-22,monthly,1,0,False,,,,,,7230,15,,28892,500
958,Olomouc,1996-06-06,monthly,2,0,False,,,,,,8100,15,,37038,200
959,Hl.m. Praha,1996-02-23,monthly,1,0,False,,,,,,4900,15,,25944,1000
961,Hl.m. Praha,1997-10-18,monthly,1,0,False,,,,,,15400,15,,45514,300
962,Zlin,1996-06-24,monthly,2,0,False,,,,,,23100,15,,54045,200
963,Melnik,1996-08-09,monthly,1,0,False,,,,,,24500,15,,87532,500
964,Plzen - mesto,1994-07-08,monthly,1,0,False,,,,,,27700,15,,90662,400
965,Strakonice,1993-08-25,monthly,1,0,False,,,,,,7300,15,,34370,700
966,Cesky Krumlov,1997-10-14,monthly,1,0,False,,,,,,2129,15,,25390,1100
967,Cesky Krumlov,1996-08-17,monthly,1,1,False,,,,,,37100,15,8.0,128400,900
968,Ostrava - mesto,1995-11-11,monthly,2,0,False,,,,,,12500,15,,50723,200
969,Prachatice,1994-01-08,monthly,1,1,False,,,,,,31400,15,5.0,104518,200
970,Pisek,1997-07-20,monthly,1,1,False,,,,,,15100,15,6.0,77766,400
971,Pribram,1996-07-18,monthly,1,0,False,,,,,,13280,15,,46335,500
972,Nachod,1996-09-29,monthly,1,0,False,,,,,,5100,15,,21862,600
973,Brno - mesto,1994-11-05,monthly,2,0,False,,,,,,13650,15,,45665,600
974,Rokycany,1994-02-25,monthly,1,0,False,,,,,,33900,15,,86826,500
975,Hl.m. Praha,1996-10-19,monthly,2,0,False,,,,,,6300,15,,28976,800
976,Vsetin,1996-01-27,monthly,1,0,False,,,,,,42400,15,,82098,900
977,Hl.m. Praha,1993-04-26,monthly,1,0,False,,,,,,44320,15,,114688,800
978,Opava,1993-08-18,monthly,1,1,False,,,,,,11900,15,4.0,93284,1100
979,Tabor,1993-02-16,monthly,1,0,False,,,,,,20800,15,,63105,1000
980,Hl.m. Praha,1996-12-11,monthly,1,0,False,,,,,,16100,15,,66098,300
981,Zdar nad Sazavou,1995-03-25,monthly,1,1,False,,,,,,26400,15,19.0,109893,600
982,Brno - mesto,1993-02-05,monthly,1,0,False,,,,,,16800,15,,49039,900
984,Benesov,1996-07-10,monthly,1,0,False,,,,,,11900,15,,46788,200
985,Ceska Lipa,1994-05-29,monthly,2,0,False,,,,,,7950,15,,30396,900
986,Ostrava - mesto,1996-05-02,monthly,1,0,False,,,,,,13500,15,,36823,600
987,Cesky Krumlov,1996-08-27,monthly,2,0,False,,,,,,36960,15,,73967,1100
988,Praha - vychod,1994-10-22,monthly,1,0,False,,,,,,8400,15,,50257,400
989,Prachatice,1994-03-14,monthly,1,0,False,,,,,,4000,15,,29011,1000
990,Pelhrimov,1995-10-11,monthly,1,1,False,,,,,,19900,15,14.0,97505,700
991,Most,1993-05-18,monthly,1,0,False,,,,,,64800,15,,121246,1100
992,Domazlice,1995-10-01,monthly,1,0,False,,,,,,20000,15,,45061,700
993,Kutna Hora,1996-11-14,monthly,1,1,True,108720.0,1812.0,60.0,current,False,51300,15,1.0,123602,1000
994,Olomouc,1995-09-15,monthly,1,0,False,,,,,,23700,15,,78517,700
995,Zlin,1995-08-23,monthly,1,0,False,,,,,,4740,15,,30252,1000
996,Pardubice,1997-08-18,monthly,1,0,False,,,,,,6100,15,,30371,1100
997,Brno - mesto,1997-05-08,monthly,1,0,False,,,,,,4110,15,,31643,700
998,Pardubice,1993-11-11,monthly,1,1,False,,,,,,87400,15,17.0,109569,9758
1000,Vsetin,1993-01-25,monthly,1,0,False,,,,,,32600,15,,102396,200
1002,Svitavy,1996-09-17,monthly,1,0,False,,,,,,5900,15,,29756,500
1003,Plzen - sever,1996-10-10,monthly,1,0,False,,,,,,22000,15,,76667,200
1004,Karvina,1996-07-02,monthly,1,0,True,188532.0,5237.0,36.0,current,False,62100,15,,143846,200
1006,Kutna Hora,1993-02-08,monthly,1,0,False,,,,,,8190,15,,59040,1000
1007,Hl.m. Praha,1996-06-28,monthly,1,1,False,,,,,,53300,15,6.0,104968,1000
1008,Rakovnik,1996-10-05,monthly,1,0,False,,,,,,8700,15,,37132,700
1010,Trebic,1995-05-01,monthly,1,0,False,,,,,,63700,15,,141422,800
1011,Jicin,1994-12-17,monthly,1,0,True,204000.0,3400.0,60.0,current,False,22588,15,,99044,400
1012,Znojmo,1994-07-09,monthly,1,0,True,98184.0,4091.0,24.0,expired,False,24723,1,,78911,500
1013,Kromeriz,1996-05-13,monthly,1,0,False,,,,,,2580,15,,26852,300
1014,Ostrava - mesto,1996-03-20,monthly,1,0,False,,,,,,19700,15,,69271,800
1015,Hl.m. Praha,1997-06-14,monthly,1,0,False,,,,,,11000,15,,38938,1100
1016,Teplice,1993-09-29,monthly,1,1,False,,,,,,25100,15,14.0,119385,600
1017,Ceske Budejovice,1994-08-11,monthly,1,0,False,,,,,,29200,15,,74560,800
1018,Melnik,1993-06-03,monthly,1,0,False,,,,,,5400,15,,34048,600
1019,Usti nad Orlici,1993-01-21,monthly,1,1,False,,,,,,20960,15,1.0,71185,1100
1020,Breclav,1996-04-09,monthly,1,0,False,,,,,,4000,10,,30473,1100
1021,Havlickuv Brod,1996-11-17,monthly,1,0,False,,,,,,3990,15,,27435,1000
1023,Tabor,1993-08-13,monthly,1,1,False,,,,,,37280,15,11.0,67032,1100
1024,Prachatice,1997-05-02,monthly,1,0,False,,,,,,2790,15,,21041,600
1026,Strakonice,1997-09-03,monthly,2,1,False,,,,,,18500,15,2.0,72773,1000
1027,Frydek - Mistek,1997-07-18,monthly,1,0,False,,,,,,4200,15,,23873,800
1028,Cheb,1996-03-19,monthly,2,0,False,,,,,,4900,500,,24200,400
1029,Plzen - mesto,1996-06-25,monthly,1,0,False,,,,,,63800,15,,194119,600
1030,Hodonin,1995-11-12,monthly,1,0,False,,,,,,9600,15,,50026,1100
1031,Ostrava - mesto,1995-06-20,monthly,1,0,False,,,,,,24640,15,,72294,900
1032,Praha - zapad,1993-04-26,monthly,1,1,False,,,,,,64600,15,6.0,154149,400
1033,Ceska Lipa,1997-08-05,monthly,1,0,False,,,,,,8400,400,,39468,1100
1034,Opava,1997-04-04,monthly,1,0,False,,,,,,5760,15,,42989,1100
1035,Opava,1997-04-18,monthly,1,1,False,,,,,,18500,15,1.0,79727,700
1036,Praha - zapad,1996-01-18,monthly,1,1,False,,,,,,25700,15,15.0,88639,600
1037,Hl.m. Praha,1997-02-18,monthly,1,1,False,,,,,,19300,15,6.0,84214,500
1038,Zlin,1995-04-20,monthly,1,0,False,,,,,,4590,15,,24500,400
1040,Prachatice,1996-05-18,monthly,1,0,False,,,,,,60400,15,,127976,1000
1042,Hradec Kralove,1994-04-03,monthly,1,0,False,,,,,,29200,15,,66650,900
1043,Hl.m. Praha,1997-08-13,monthly,2,1,False,,,,,,21700,15,2.0,84823,1000
1044,Ceske Budejovice,1995-11-09,monthly,1,1,False,,,,,,19400,15,16.0,63643,500
1045,Beroun,1996-05-09,monthly,1,0,False,,,,,,10000,15,,29521,800
1046,Hl.m. Praha,1995-04-14,monthly,1,0,False,,,,,,16000,15,,51107,700
1047,Nachod,1994-06-13,monthly,1,0,False,,,,,,7400,15,,37589,800
1048,Jablonec n. Nisou,1993-05-05,monthly,2,0,False,,,,,,4900,15,,32056,1100
1049,Pisek,1997-12-04,monthly,1,0,False,,,,,,5200,15,,36081,500
1051,Jablonec n. Nisou,1993-10-21,monthly,2,0,False,,,,,,28000,15,,61520,800
1052,Trebic,1993-09-27,monthly,1,0,False,,,,,,29100,15,,77637,200
1053,Hodonin,1994-05-25,monthly,1,0,False,,,,,,31840,15,,44893,700
1054,Praha - vychod,1993-02-19,monthly,1,0,False,,,,,,18560,15,,46555,800
1055,Rokycany,1996-12-12,monthly,2,0,False,,,,,,4950,15,,23416,600
1057,Rakovnik,1993-08-23,monthly,1,0,False,,,,,,8100,15,,31485,1000
1058,Pardubice,1996-06-11,monthly,1,1,False,,,,,,27680,15,14.0,86188,1000
1059,Mlada Boleslav,1995-05-30,monthly,1,0,False,,,,,,8500,15,,23118,1100
1060,Kutna Hora,1996-10-20,monthly,1,0,False,,,,,,22700,1400,,72611,800
1061,Chrudim,1997-10-17,monthly,1,0,False,,,,,,9300,15,,32196,1000
1062,Kutna Hora,1993-07-11,monthly,1,0,False,,,,,,28800,15,,87829,1000
1063,Frydek - Mistek,1996-09-19,monthly,1,0,False,,,,,,17600,15,,89300,200
1064,Karvina,1997-09-29,monthly,1,0,False,,,,,,6700,15,,31827,500
1065,Olomouc,1993-03-27,monthly,1,0,False,,,,,,22700,15,,65741,400
1067,Chomutov,1996-09-10,monthly,2,1,False,,,,,,58000,15,,146318,1000
1068,Usti nad Orlici,1997-02-15,monthly,1,0,True,253200.0,4220.0,60.0,current,False,34800,15,,96491,1000
1069,Karvina,1993-07-24,monthly,2,0,False,,,,,,3800,15,,26753,700
1070,Uherske Hradiste,1996-04-23,monthly,1,0,False,,,,,,18500,15,,53992,200
1072,Znojmo,1997-12-09,monthly,1,0,False,,,,,,14720,15,,57351,400
1073,Opava,1994-02-27,monthly,1,0,False,,,,,,44960,15,,103225,1000
1074,Kromeriz,1996-05-16,monthly,1,1,False,,,,,,31400,15,17.0,105596,1000
1075,Jablonec n. Nisou,1995-07-13,monthly,1,0,False,,,,,,25100,15,,59107,800
1076,Hl.m. Praha,1994-10-30,monthly,1,0,False,,,,,,19100,15,,85941,200
1077,Ceske Budejovice,1993-03-03,monthly,1,1,False,,,,,,29300,15,8.0,98011,1000
1078,Hl.m. Praha,1996-07-12,monthly,2,0,False,,,,,,13450,15,,29352,800
1079,Ostrava - mesto,1993-09-14,monthly,1,0,False,,,,,,42600,15,,103468,700
1080,Brno - venkov,1993-12-27,monthly,1,1,False,,,,,,39520,15,3.0,111580,700
1081,Zlin,1996-12-21,monthly,2,0,False,,,,,,5300,15,,29617,800
1082,Benesov,1996-06-08,monthly,1,0,False,,,,,,11700,15,,26598,300
1083,Jicin,1996-12-06,monthly,1,0,True,50976.0,1416.0,36.0,current,False,22240,15,,48736,400
1085,Havlickuv Brod,1997-09-11,monthly,1,0,False,,,,,,16000,15,,61356,13389
1086,Litomerice,1996-06-17,monthly,1,0,False,,,,,,1410,15,,26273,700
1087,Brno - venkov,1996-06-26,monthly,1,0,False,,,,,,26900,15,,77560,900
1088,Ceska Lipa,1993-12-19,monthly,1,0,False,,,,,,9350,15,,33303,500
1089,Ostrava - mesto,1995-10-10,monthly,1,0,False,,,,,,26300,15,,45743,500
1090,Jesenik,1996-10-19,monthly,1,0,False,,,,,,5800,15,,59616,1000
1091,Jindrichuv Hradec,1993-09-09,monthly,1,0,False,,,,,,2900,300,,91521,700
1092,Usti nad Labem,1995-06-06,monthly,1,1,False,,,,,,15200,15,25.0,48616,900
1093,Brno - mesto,1996-01-14,monthly,1,0,True,385104.0,8023.0,48.0,current,False,42800,15,,121007,1000
1094,Jablonec n. Nisou,1996-07-10,monthly,1,0,False,,,,,,17300,15,,33222,1000
1095,Brno - mesto,1997-06-18,monthly,2,0,False,,,,,,20500,15,,72304,400
1096,Chomutov,1997-03-03,monthly,1,0,False,,,,,,5500,15,,29913,400
1097,Bruntal,1996-06-22,monthly,2,1,False,,,,,,38560,15,1.0,97800,1000
1098,Pardubice,1993-12-28,monthly,1,0,False,,,,,,13850,15,,62585,600
1100,Jablonec n. Nisou,1996-09-23,monthly,1,0,False,,,,,,4100,15,,18190,700
1101,Kladno,1997-09-22,monthly,1,1,False,,,,,,20700,15,2.0,64523,400
1102,Karvina,1996-02-19,monthly,1,0,False,,,,,,9200,15,,52604,700
1103,Zdar nad Sazavou,1995-07-09,monthly,1,0,False,,,,,,27700,15,,76017,16416
1104,Most,1995-12-07,monthly,1,0,False,,,,,,16600,15,,76519,800
1105,Brno - venkov,1994-09-01,monthly,1,0,False,,,,,,9600,15,,52000,500
1107,Havlickuv Brod,1993-09-08,monthly,1,0,False,,,,,,11250,15,,40091,800
1108,Plzen - mesto,1995-03-09,monthly,1,1,False,,,,,,7850,15,2.0,58224,1000
1109,Zdar nad Sazavou,1994-10-27,monthly,1,0,False,,,,,,26200,15,,78151,600
1110,Brno - mesto,1997-07-10,monthly,1,0,False,,,,,,17000,15,,72261,300
1111,Kolin,1996-02-16,monthly,1,0,False,,,,,,35200,15,,72051,400
1112,Rychnov nad Kneznou,1995-02-03,monthly,1,1,False,,,,,,47520,15,23.0,113905,900
1113,Mlada Boleslav,1996-09-23,monthly,1,0,False,,,,,,24960,15,,65921,1100
1115,Chomutov,1993-03-27,monthly,2,0,False,,,,,,9700,15,,25710,300
1116,Hl.m. Praha,1993-07-20,monthly,1,1,False,,,,,,21920,15,6.0,62748,900
1117,Frydek - Mistek,1996-08-29,monthly,1,0,False,,,,,,12550,15,,29039,400
1118,Rychnov nad Kneznou,1993-07-04,monthly,1,0,False,,,,,,20100,15,,46241,200
1120,Hl.m. Praha,1993-10-05,monthly,2,0,False,,,,,,11000,15,,33703,900
1121,Ceska Lipa,1996-04-17,monthly,1,1,False,,,,,,25300,15,18.0,85002,800
1122,Rakovnik,1995-08-12,monthly,1,0,False,,,,,,27700,15,,50091,500
1123,Rakovnik,1993-11-01,monthly,2,0,False,,,,,,15500,15,,58965,400
1124,Plzen - mesto,1996-06-02,monthly,1,0,False,,,,,,63600,15,,136665,900
1126,Breclav,1993-03-08,monthly,1,0,False,,,,,,29000,15,,61600,1100
1127,Plzen - jih,1993-01-27,monthly,1,1,False,,,,,,61100,15,35.0,119594,600
1128,Ostrava - mesto,1993-11-21,monthly,1,0,False,,,,,,11850,15,,66388,400
1129,Jablonec n. Nisou,1995-03-03,monthly,1,0,False,,,,,,35680,15,,91649,600
1130,Hl.m. Praha,1997-05-11,monthly,1,0,False,,,,,,6300,15,,42810,200
1133,Hl.m. Praha,1993-11-01,monthly,2,0,False,,,,,,9700,15,,24429,900
1134,Kutna Hora,1993-02-09,monthly,1,0,False,,,,,,11400,15,,51583,400
1135,Hl.m. Praha,1995-07-17,monthly,2,0,False,,,,,,4200,15,,51501,500
1136,Pribram,1993-08-07,monthly,1,0,False,,,,,,32600,15,,99018,900
1137,Prostejov,1995-12-19,monthly,2,0,False,,,,,,2500,15,,21141,900
1138,Usti nad Labem,1997-04-07,monthly,1,0,False,,,,,,14800,2000,,32617,1000
1140,Semily,1997-11-07,monthly,1,0,False,,,,,,5040,15,,46782,800
1141,Plzen - sever,1997-02-16,monthly,1,0,False,,,,,,6700,15,,31266,600
1142,Ostrava - mesto,1995-10-19,monthly,1,0,False,,,,,,5400,15,,30656,600
1144,Kromeriz,1993-01-28,monthly,1,0,False,,,,,,5220,15,,28250,200
1145,Tachov,1993-07-03,monthly,2,0,False,,,,,,4050,15,,27637,900
1146,Bruntal,1993-09-12,monthly,2,1,False,,,,,,63700,15,13.0,120704,1100
1147,Chrudim,1993-04-10,monthly,1,1,False,,,,,,46880,15,24.0,85935,400
1149,Pisek,1995-09-07,monthly,1,1,False,,,,,,26000,15,6.0,75460,200
1150,Rokycany,1997-10-08,monthly,1,0,False,,,,,,22000,15,,67985,1100
1151,Teplice,1995-06-23,monthly,1,1,False,,,,,,26100,15,33.0,114558,300
1152,Jicin,1993-04-15,monthly,2,0,False,,,,,,4000,15,,25659,800
1153,Jablonec n. Nisou,1993-12-29,monthly,1,0,False,,,,,,44200,15,,63950,200
1155,Hradec Kralove,1996-10-04,monthly,1,0,False,,,,,,11850,15,,36553,1100
1156,Kromeriz,1997-12-09,monthly,1,1,False,,,,,,19900,15,1.0,88203,300
1157,Melnik,1993-03-27,monthly,1,0,False,,,,,,11500,15,,48579,700
1158,Svitavy,1994-04-03,monthly,2,0,False,,,,,,8900,15,,55819,200
1159,Semily,1994-02-09,monthly,2,0,False,,,,,,13760,15,,56366,400
1161,Zdar nad Sazavou,1993-05-08,monthly,1,0,False,,,,,,5700,15,,49283,600
1164,Jablonec n. Nisou,1994-01-14,monthly,1,0,False,,,,,,24800,15,,72225,300
1165,Chrudim,1997-03-23,monthly,2,0,False,,,,,,18200,15,,44759,900
1166,Praha - zapad,1993-04-21,monthly,1,0,True,149040.0,3105.0,48.0,expired,False,23700,15,,64577,200
1168,Rokycany,1994-11-03,monthly,2,0,False,,,,,,9280,15,,42586,400
1170,Klatovy,1996-03-26,monthly,1,0,False,,,,,,23400,15,,84628,200
1171,Pisek,1997-12-20,monthly,2,0,False,,,,,,17920,15,,62717,800
1172,Kutna Hora,1997-10-25,monthly,1,0,False,,,,,,25200,200,,61304,300
1173,Praha - zapad,1996-09-22,monthly,1,0,False,,,,,,3960,15,,20149,400
1174,Karvina,1995-03-21,monthly,1,0,False,,,,,,23500,15,,102450,900
1176,Prachatice,1996-10-24,monthly,1,0,False,,,,,,10300,15,,27718,1100
1177,Plzen - jih,1997-12-20,monthly,1,0,False,,,,,,23680,15,,61347,1100
1178,Usti nad Labem,1997-05-04,monthly,1,1,False,,,,,,23200,15,2.0,71239,900
1179,Ostrava - mesto,1993-01-23,monthly,2,0,False,,,,,,4000,15,,27872,700
1180,Strakonice,1993-05-19,monthly,1,0,False,,,,,,44000,15,,103186,500
1181,Jesenik,1997-08-20,monthly,2,0,False,,,,,,13920,15,,36785,200
1182,Mlada Boleslav,1997-02-11,monthly,1,1,False,,,,,,24091,15,1.0,71541,700
1183,Pribram,1995-05-08,monthly,2,0,False,,,,,,6600,15,,39814,700
1184,Ceske Budejovice,1994-05-06,monthly,1,0,False,,,,,,41100,15,,109566,700
1185,Pribram,1997-06-07,monthly,2,0,False,,,,,,3920,15,,25266,700
1186,Zlin,1997-12-17,monthly,1,0,False,,,,,,22700,15,,61465,600
1187,Brno - venkov,1996-07-28,monthly,1,0,False,,,,,,9800,15,,45258,1000
1188,Jindrichuv Hradec,1996-07-22,monthly,1,0,False,,,,,,13760,15,,43161,800
1189,Kromeriz,1993-03-19,monthly,2,0,False,,,,,,6420,15,,33494,600
1190,Usti nad Orlici,1996-09-09,monthly,1,0,False,,,,,,24100,15,,49499,500
1192,Rokycany,1996-05-02,monthly,1,1,False,,,,,,17600,15,2.0,65917,200
1193,Rokycany,1994-01-05,monthly,1,0,False,,,,,,24320,15,,53669,200
1194,Hl.m. Praha,1994-04-15,monthly,1,1,False,,,,,,46400,15,5.0,80672,500
1195,Havlickuv Brod,1996-12-27,monthly,2,0,False,,,,,,12700,15,,38424,800
1196,Rokycany,1996-01-16,monthly,2,0,False,,,,,,60700,15,,152656,800
1197,Frydek - Mistek,1993-09-07,monthly,1,1,False,,,,,,4500,15,23.0,49539,1000
1198,Karvina,1997-04-20,monthly,2,0,False,,,,,,20829,15,,68774,1100
1199,Svitavy,1997-03-18,monthly,1,0,False,,,,,,9800,15,,57930,1000
1200,Decin,1993-05-07,monthly,1,0,False,,,,,,26300,15,,76903,300
1201,Trebic,1993-07-23,monthly,1,0,False,,,,,,21280,15,,79324,600
1203,Olomouc,1995-08-09,monthly,1,1,False,,,,,,27200,15,20.0,110912,1000
1204,Rokycany,1993-12-03,monthly,1,1,False,,,,,,47200,15,2.0,112206,800
1205,Opava,1994-10-08,monthly,2,0,False,,,,,,6200,15,,34401,1100
1206,Karvina,1995-10-21,monthly,2,0,False,,,,,,6100,15,,27067,900
1207,Bruntal,1993-06-08,monthly,1,0,False,,,,,,20900,15,,78382,700
1208,Kladno,1997-11-09,monthly,1,1,False,,,,,,27360,15,,66286,1000
1209,Cheb,1997-10-23,monthly,1,0,False,,,,,,4200,15,,25263,900
1210,Plzen - sever,1996-05-21,monthly,1,1,False,,,,,,26600,15,13.0,78678,400
1211,Semily,1996-08-09,monthly,1,0,False,,,,,,16100,15,,49677,1100
1212,Karvina,1995-12-18,monthly,1,0,False,,,,,,13100,15,,36067,900
1213,Liberec,1996-05-08,monthly,2,0,False,,,,,,3920,15,,27195,200
1214,Most,1997-01-19,monthly,1,0,False,,,,,,23900,15,,71357,500
1215,Znojmo,1997-03-04,monthly,1,0,False,,,,,,4900,15,,35286,900
1216,Vsetin,1996-03-01,monthly,1,0,False,,,,,,7400,15,,28040,500
1217,Jesenik,1993-10-25,monthly,1,0,False,,,,,,4050,15,,29203,200
1218,Hl.m. Praha,1996-12-12,monthly,2,0,False,,,,,,54000,15,,102297,900
1219,Hl.m. Praha,1996-06-08,monthly,1,0,False,,,,,,18720,15,,38466,1100
1220,Hl.m. Praha,1995-07-15,monthly,1,1,False,,,,,,3920,15,3.0,69477,900
1221,Jicin,1997-01-02,monthly,1,0,False,,,,,,63500,1,,120834,-1153
1222,Zdar nad Sazavou,1993-01-20,monthly,1,0,False,,,,,,14300,15,,47392,700
1223,Karvina,1996-08-10,monthly,1,0,False,,,,,,15000,15,,63438,200
1225,Kladno,1993-12-14,monthly,1,1,False,,,,,,47360,15,23.0,86140,900
1226,Hl.m. Praha,1996-10-23,monthly,1,0,False,,,,,,7300,15,,31064,400
1227,Jesenik,1996-01-13,monthly,1,1,False,,,,,,27520,15,9.0,63712,900
1228,Uherske Hradiste,1995-04-09,monthly,1,0,False,,,,,,13700,15,,48339,400
1229,Nachod,1997-12-10,monthly,1,0,False,,,,,,16400,15,,61435,500
1230,Hl.m. Praha,1997-05-03,monthly,2,1,False,,,,,,62800,15,,143853,700
1231,Melnik,1994-01-18,monthly,2,0,False,,,,,,52700,15,,69084,1000
1232,Rychnov nad Kneznou,1996-07-06,monthly,1,0,False,,,,,,24000,15,,78495,900
1233,Tachov,1996-02-08,monthly,1,0,False,,,,,,3300,15,,21063,3390
1234,Kutna Hora,1993-09-13,monthly,1,0,False,,,,,,15000,15,,35032,6390
1235,Sumperk,1993-11-23,monthly,1,0,False,,,,,,7100,15,,29723,500
1236,Prachatice,1993-05-05,monthly,1,0,False,,,,,,28500,15,,80518,1000
1237,Nymburk,1994-03-13,monthly,1,1,False,,,,,,64400,15,3.0,148694,1100
1238,Hl.m. Praha,1995-10-29,monthly,2,0,False,,,,,,12450,15,,42756,600
